id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
529,"Estoy realmente decepcionado, . Mi novia acaba de romper conmigo de la nada.",General / Apoyo Emocional,Bajo
530,"Hola , últimamente me he sentido muy deprimido y creo que eso está afectando mi comunicación con los demás. Simplemente parece que no puedo encontrar las palabras adecuadas para expresarme de manera efectiva.",General / Apoyo Emocional,Bajo
531,"Hola , espero que estés bien. Quería comunicarme con usted porque últimamente me he sentido muy deprimido. Es difícil expresarlo con palabras, pero este sentimiento de dolor me ha consumido. Siento que estoy atrapado en esta oscuridad, incapaz de escapar. Es como si cada día fuera una batalla y poco a poco estoy perdiendo la pelea. Pero hay algo más que también me ha estado molestando, algo que se ha convertido en una adicción. Es el único alivio temporal que puedo encontrar ante este doloroso estado.",General / Apoyo Emocional,Bajo
532,"Hola , espero que te encuentres bien. Quería hablar contigo porque me siento realmente asustada y abrumada por esta abrumadora ola de dolor que he estado experimentando últimamente. Me ha estado consumiendo y no sé cómo afrontarlo.",Estrés (DASS-21),Moderado
533,"Estoy tan agotada, . Siento que mis relaciones personales están agotando cada gramo de energía que tengo. Es como si tuviera una dependencia abrumadora de los demás y me asfixia.",Estrés (DASS-21),Moderado
534,"Hola , espero que estés bien. Pido disculpas si parezco un poco deprimido hoy, pero realmente estoy luchando con algo doloroso. Recientemente pasé por una ruptura y ha sido increíblemente difícil para mí. Sin embargo, no se trata sólo del típico dolor de cabeza que surge al terminar una relación. Hubo abuso involucrado, tanto emocional como físico, y me dejó sintiéndome destrozada y perdida.",General / Apoyo Emocional,Bajo
535,"Simplemente ya no sé qué hacer, . Me siento muy abrumado, especialmente cuando se trata de mi novia.",Estrés (DASS-21),Moderado
536,"Hola , últimamente me he sentido muy estresado, especialmente en lo que respecta a mi carrera. Simplemente ya no sé qué hacer.",Estrés (DASS-21),Moderado
537,"Hola , últimamente me he sentido muy triste y eso me está pasando factura a mi autoestima.",General / Apoyo Emocional,Bajo
538,"Hola , espero que estés bien. Tengo algo en mente por lo que me he sentido un poco avergonzado y creo que necesito hacer un cambio.",General / Apoyo Emocional,Bajo
539,Me siento muy molesto por el estrés relacionado con el trabajo. Me siento abrumado e inseguro de cómo manejarlo. Es mucha responsabilidad sobre mis hombros.,Estrés (DASS-21),Crítico
540,Me siento tan avergonzado... He estado teniendo este conflicto con un amigo mío y ha sido muy difícil de manejar. Simplemente ya no sé qué hacer con él.,General / Apoyo Emocional,Bajo
541,"Tengo mucho miedo, . La presión para hacer realidad mis sueños es abrumadora. Siento como una pesada carga sobre mis hombros y no sé si podré soportarla más.",Estrés (DASS-21),Crítico
542,"¡Hola, ! Espero que estés bien hoy. Quería hablarles sobre mis problemas de salud, pero también quería reconocer la feliz relación que tengo con mi cuerpo.",General / Apoyo Emocional,Bajo
543,Últimamente me he sentido muy enojado y aislado. Es como si llevara el peso del mundo sobre mis hombros y parece que no puedo encontrar ningún alivio.,General / Apoyo Emocional,Bajo
544,"¡Hola, ! Espero que estés bien hoy. Últimamente me he sentido bastante tranquilo, pero tengo algunas preocupaciones con respecto a mi prometida y mi ansiedad. Podemos hablar sobre eso?",Ansiedad (DASS-21),Moderado
545,¡Estoy tan felíz en este momento! Mi sueño finalmente se ha hecho realidad. Y todo es gracias al poder de la amistad.,General / Apoyo Emocional,Bajo
546,"Últimamente me he sentido muy inseguro, especialmente desde mi ruptura. Ha sido difícil para mí emocionalmente y me encuentro constantemente buscando la validación del papel de los demás. Es como si hubiera perdido una parte de mí con el fin de la relación.",General / Apoyo Emocional,Bajo
547,"Me siento tan culpable, . Culpable por todo lo que he hecho y todo lo que he descuidado.",General / Apoyo Emocional,Bajo
548,Últimamente me he sentido muy inseguro y estresado.,Estrés (DASS-21),Moderado
549,"Hola, . Espero que estés bien hoy. Últimamente me he sentido muy inseguro, especialmente cuando se trata de ella.",General / Apoyo Emocional,Bajo
550,"Hola , espero que estés bien. Me he sentido increíblemente tenso últimamente. Mi mente siempre está acelerada y eso ha estado afectando mi bienestar general. Solía ​​​​tener un estado mental pacífico, pero parece que he perdido esa calma con el tiempo. Ha sido un desafío para mí, especialmente porque la familia juega un papel muy importante en mi vida.",General / Apoyo Emocional,Bajo
551,"Estoy tan enojado conmigo mismo, . Me siento como un gran fracaso. La depresión se ha apoderado de mi vida y parece que no puedo liberarme de ella. Es como una nube oscura que me sigue a todas partes y proyecta una sombra sobre todos los aspectos de mi vida. Simplemente ya no sé qué hacer.",Estrés (DASS-21),Moderado
552,"Tengo miedo, . Miedo de lo que está pasando en mi matrimonio.",Ansiedad (DASS-21),Moderado
553,"Hola , espero que estés bien. Últimamente me he sentido muy enojado y creo que podría estar sufriendo acoso en el trabajo. Me está afectando mucho y no sé cómo manejarlo.",General / Apoyo Emocional,Bajo
554,"¡Hola, ! Estoy muy emocionado y siento estar aquí. Últimamente he estado luchando contra la depresión y ya no sé qué hacer.",Estrés (DASS-21),Moderado
555,Últimamente me he sentido infeliz y sola.,General / Apoyo Emocional,Bajo
556,"Hola , espero que te encuentres bien hoy. Quería hablar de algo que me ha estado rondando la cabeza últimamente. Me he sentido decepcionado en algunas de mis relaciones personales, particularmente en la amistad.",General / Apoyo Emocional,Bajo
557,"Hola , espero que te encuentres bien hoy. Sólo necesito desahogarme un poco. Últimamente me he sentido muy agotada, especialmente por todos los conflictos que he tenido con mis amigos. Me ha estado agobiando.",General / Apoyo Emocional,Bajo
558,"Hola , últimamente me siento muy agotado y creo que eso realmente está afectando mi salud.",Burnout Estudiantil (MBI-SS),Moderado
559,"Hola , me siento realmente aliviado de estar aquí hoy. Últimamente he estado cargando con una pesada carga de responsabilidad y realmente me vendría bien un poco de orientación.",Estrés (DASS-21),Moderado
560,¡Oye ! Estoy muy emocionado de estar aquí pero también siento una sensación de pérdida. Es una extraña mezcla de emociones.,General / Apoyo Emocional,Bajo
561,Tengo miedo. Siento que la vida me ha traicionado.,Ansiedad (DASS-21),Moderado
562,"Me he sentido muy sola últimamente, . Es como si estuviera rodeado de gente, pero todavía siento una profunda sensación de vacío en mi interior. Y todo se debe a este abrumador sentimiento de traición del que parece que no puedo deshacerme.",Estrés (DASS-21),Moderado
563,Me siento tan perdida sin mi novia. Es como si me faltara una parte de mí y no sé cómo afrontar este vacío. Me he sentido muy ansioso últimamente.,General / Apoyo Emocional,Bajo
564,"Me siento perdida, como si hubiera estado vagando sin rumbo después de pasar por una intensa angustia. Ha sido difícil para mí y no puedo deshacerme de este sentimiento de estar siendo intimidado por mis emociones.",General / Apoyo Emocional,Bajo
565,"Estoy agradecido por esta oportunidad de hablar, pero también estoy lleno de miedo. La adicción ha consumido mi vida, dejándome perdida y sin esperanza.",Ansiedad (DASS-21),Moderado
566,Me siento muy enojado por algo que pasó con mi novio.,General / Apoyo Emocional,Bajo
567,"Hola , espero que estés bien hoy! Últimamente me he sentido un poco distraída y creo que podría tener algo que ver con mi marido.",General / Apoyo Emocional,Bajo
568,"¡Oye ! Espero que lo estés haciendo bién. Me siento bastante seguro hoy, lo cual es un buen cambio. Últimamente he estado reflexionando sobre mi infancia y cómo ha influido en mis relaciones, en particular en mi reciente ruptura.",General / Apoyo Emocional,Bajo
569,"Hola , me he sentido muy estresado por esta ruptura y siento que he perdido el control de mis emociones. ¿Me puedes ayudar?",Estrés (DASS-21),Moderado
570,"Hola , espero que te encuentres bien. Quería hablar sobre algo que ha estado en mi mente últimamente. Me he sentido cansado y abrumado, y creo que es por el dolor que he estado cargando. ¡Pero también tengo algunas noticias interesantes que compartir!",Estrés (DASS-21),Crítico
571,Realmente estoy luchando contra la angustia en este momento. Ha sido un viaje difícil lleno de dolor y confusión. Todavía puedo sentir los recuerdos amorosos que compartimos y es difícil dejar de lado los sueños que tuvimos juntos.,General / Apoyo Emocional,Bajo
572,"Hola , espero que estés bien. Me siento completamente agotado, tanto física como emocionalmente. Mi corazón está roto y ya no sé cómo lidiar con eso. Ha sido un momento desafiante para mí, especialmente en lo que se refiere a mi familia.",Burnout Estudiantil (MBI-SS),Moderado
573,"Me siento muy tensa últimamente, . Es difícil encontrar momentos de paz en mi vida. Y no se trata sólo de los factores estresantes cotidianos, hay algo más profundo del que no puedo deshacerme.",Estrés (DASS-21),Moderado
574,"Hola , espero que te encuentres bien. Hay algo de lo que quería hablar. Es este sentimiento doloroso que he estado experimentando últimamente, específicamente relacionado con la amistad.",General / Apoyo Emocional,Bajo
575,"No sé por dónde empezar, . Me siento tan enojado y solo. Es como si estas emociones me consumieran y no pudiera escapar de ellas.",General / Apoyo Emocional,Bajo
576,"Hola , espero que estés bien hoy. Últimamente me he sentido muy agotado, tanto mental como físicamente. Existe este conflicto interno del que parece que no puedo deshacerme.",Burnout Estudiantil (MBI-SS),Moderado
577,"¡Hola, ! Espero que lo estés haciendo bién. Quería comenzar nuestra sesión de hoy hablando de algo que he tenido en mente últimamente: encontrar un nuevo pasatiempo. Me he dado cuenta de que para encontrar la paz interior y superar mis miedos, necesito involucrarme en algo que me brinde alegría y agregue más emoción a mi vida.",Ansiedad (DASS-21),Moderado
578,"Me siento tan perdida ahora mismo, . Ella fue el ancla de mi vida, la que hizo realidad todos mis sueños. Y ahora ella se ha ido. No sé cómo navegar este mundo sin ella.",General / Apoyo Emocional,Bajo
579,"Hola , espero que estés bien. Estoy realmente luchando en este momento y realmente me vendría bien un poco de orientación. Verás, acabo de pasar por una ruptura y ha sido muy difícil para mí. Estoy haciendo todo lo posible por mantener la paz, pero sigo cayendo en viejos patrones adictivos para adormecer el dolor. ¿Algún consejo?",General / Apoyo Emocional,Bajo
580,"Hola , me siento muy inseguro y eso me está causando mucha pena.",General / Apoyo Emocional,Bajo
581,"Me siento muy triste ahora mismo, . Es como si me hubieran destrozado el corazón y no sé cómo seguir adelante. Solía ​​sentirme muy segura y en control de mis emociones, pero esta angustia lo ha destrozado todo.",General / Apoyo Emocional,Bajo
582,"¡Estoy tan enojada, ! Mi ansiedad realmente está empezando a afectar mi carrera.",Ansiedad (DASS-21),Moderado
583,"Me he sentido muy agotada últimamente, . Es como si ya apenas pudiera encontrar la energía para hacer algo. No sé qué me pasa. Y... odio admitirlo, pero mi deseo sexual también ha sido extremadamente bajo. ¿Es esto algo que debería preocuparme?",General / Apoyo Emocional,Bajo
584,", me siento muy decepcionado ahora mismo. Recientemente tomé una decisión que pensé que me traería felicidad, pero en cambio, me ha llevado a la angustia.",General / Apoyo Emocional,Bajo
585,"¡Hola, ! Espero que lo estés haciendo bién. Últimamente me he sentido bastante distraído y abrumado con mi trabajo. Me siento como si estuviera estancado en una rutina y necesito algo nuevo y emocionante que me ayude a seguir adelante. He estado pensando en empezar un nuevo pasatiempo, pero no estoy seguro de por dónde empezar.",Estrés (DASS-21),Moderado
586,"Me siento muy arrepentido por algo, . Ella y yo solíamos ser muy cercanos, pero ahora nuestra relación se siente tensa.",General / Apoyo Emocional,Bajo
587,Me siento tan inseguro y como un fracaso.,General / Apoyo Emocional,Bajo
588,"Hola , realmente necesito hablar con alguien. Últimamente me he sentido muy molesta y no sé en quién confiar.",General / Apoyo Emocional,Bajo
589,"No sé por dónde empezar... Supongo que sólo necesito alguien con quien hablar. Recientemente pasé por una ruptura y ha sido muy difícil para mí. Me siento a la defensiva, como si todo en la relación fuera culpa mía. Hubo abuso emocional y ni siquiera me di cuenta hasta ahora. Me resulta difícil procesar todo lo que pasó.",General / Apoyo Emocional,Bajo
590,"Hola , espero que te encuentres bien. Últimamente me he sentido muy agotado, tanto física como mentalmente. Es como si tuviera un peso constante sobre mis hombros y no pudiera quitármelo de encima. También siento este abrumador sentido de responsabilidad, como si todo en mi vida dependiera únicamente de mí.",Estrés (DASS-21),Moderado
591,"Me da vergüenza hablar de esto, pero últimamente me ha estado molestando. Sabes, , somos amigos desde hace mucho tiempo y realmente estoy feliz de nuestra amistad.",General / Apoyo Emocional,Bajo
592,"¡Hola, ! Espero que estés muy bien hoy. Quería hablar con alguien sobre algo que me ronda por la cabeza últimamente. Verá, recientemente pasé por una ruptura y, aunque ha sido difícil, me siento extrañamente positivo al respecto. Supongo que hay una parte de mí que se siente aliviada y entusiasmada con las posibilidades que se avecinan. ¿Puedo contarte más sobre esto?",General / Apoyo Emocional,Bajo
593,"Hola , últimamente me siento muy infeliz. Simplemente no estoy satisfecho con mi trabajo.",General / Apoyo Emocional,Bajo
594,"Hola , espero que estés bien. Quería hablar sobre algo que me ha estado molestando últimamente. Sabes, me he sentido muy deprimido y no sé qué hacer al respecto. Es como si no pudiera escapar de esta nube de tristeza. Mi amigo sugirió que podría estar relacionado con mi relación con mi novio.",General / Apoyo Emocional,Bajo
595,"Hola , espero que estés bien. Últimamente me siento muy deprimido y no estoy seguro de cómo cambiar eso. Ha sido un mes difícil y parece que no puedo encontrar ninguna motivación o autoestima. Sé que hay cosas por las que estar agradecido, pero es difícil concentrarse en ellas cuando todo se siente tan pesado.",General / Apoyo Emocional,Bajo
596,"Hola , espero que te encuentres bien. Sólo quería comunicarme con usted porque últimamente me he sentido muy infeliz y estresada. Es como si esta nube de ansiedad se cerniera constantemente sobre mí y se estuviera volviendo abrumadora.",Estrés (DASS-21),Crítico
597,"¡Hola, ! Espero que estés bien hoy, amigo mío. He estado pensando mucho en el cambio últimamente y quería compartir algo con ustedes. Recientemente experimenté un sueño hecho realidad y ha traído mucha felicidad a mi vida.",General / Apoyo Emocional,Bajo
598,"Me he sentido muy culpable últimamente, . Recientemente pasé por una ruptura y me pesa mucho en la mente.",General / Apoyo Emocional,Bajo
599,"Me siento muy ansioso por mis relaciones personales, . Quiero tener confianza en mis interacciones con los demás, pero a menudo me encuentro en conflicto con las personas más cercanas a mí.",General / Apoyo Emocional,Bajo
600,"No sé por dónde empezar, . Me siento completamente abrumado por el estrés relacionado con el trabajo y me está llevando al límite. Además de eso, recientemente pasé por una ruptura dolorosa y eso hace que todo sea aún más difícil de manejar.",Estrés (DASS-21),Crítico
601,"He estado luchando últimamente, . Hay un conflicto con mis amigos que me pesa mucho. Está perturbando mi paz y me siento atrapado en esta adicción al conflicto.",General / Apoyo Emocional,Bajo
602,Me siento realmente decepcionado y es porque he estado lidiando con mucho abuso últimamente.,General / Apoyo Emocional,Bajo
603,"Hola , espero que te encuentres bien. He estado luchando con una ruptura reciente y ha sido difícil. Siento una profunda sensación de vergüenza e inseguridad.",General / Apoyo Emocional,Bajo
604,"Hola , espero que te encuentres bien. Me he sentido muy infeliz últimamente y creo que es porque mis expectativas se están apoderando de mí.",General / Apoyo Emocional,Bajo
605,"Hola , espero que te encuentres bien hoy. Últimamente me he sentido muy estresado, especialmente en lo que respecta al trabajo. Anhelo la paz en mi relación con el trabajo, pero parece una batalla cuesta arriba.",Estrés (DASS-21),Moderado
606,"Hola , quería hablarte de algo que me ha estado molestando últimamente. Me he sentido muy a la defensiva en el trabajo y parece que todo lo que hago es criticado. Ha estado afectando mi felicidad general y no estoy seguro de cómo manejarlo.",General / Apoyo Emocional,Bajo
607,"Hola , espero que te encuentres bien. Últimamente me he sentido increíblemente frustrado y abrumado. Es como si no importara lo que hiciera, parece que no puedo superar esta angustia. Está causando mucho dolor y se siente como un trauma del que no puedo librarme.",Estrés (DASS-21),Moderado
608,"Hola , espero que te encuentres bien. Quería hablar sobre algo que me ha estado rondando la cabeza últimamente. Me he sentido muy triste y eso ha estado afectando mi autoestima.",General / Apoyo Emocional,Bajo
609,"Estoy tan agotada, . Siento que mi carrera está pasando factura a mi salud.",General / Apoyo Emocional,Bajo
610,Me siento muy infeliz y tengo pánico por el conflicto constante dentro de mi familia.,Ansiedad (DASS-21),Moderado
611,Me siento confundido y como si estuviera siendo intimidado.,General / Apoyo Emocional,Bajo
612,"Hola , me alegro mucho de que pudiéramos hablar hoy. Sabes, te has convertido en un buen amigo para mí, alguien en quien realmente confío. Quería hablar sobre algo que me ronda por la cabeza últimamente: la paternidad. Me ha estado causando mucha ansiedad y no estoy seguro de cómo manejarlo.",Ansiedad (DASS-21),Moderado
613,"Últimamente me he sentido muy infeliz, . Parece que no puedo deshacerme de este constante sentimiento de tristeza y me agobia. He estado pensando mucho en una decisión que debo tomar con respecto a mis amigos y está causando aún más conflictos dentro de mí.",General / Apoyo Emocional,Bajo
614,"Hola , espero que te encuentres bien. Últimamente me he sentido extremadamente ansioso, especialmente después de una ruptura. Supongo que simplemente estoy luchando por encontrar la paz en mi corazón en medio de todo el caos. Mis expectativas para el futuro se han hecho añicos y no sé cómo seguir adelante.",General / Apoyo Emocional,Bajo
615,"Hola , espero que te encuentres bien hoy. Quería hablar contigo sobre algo que me ronda por la cabeza últimamente. Últimamente me he sentido un poco ansiosa y estresada y no estoy segura de por qué. Es como un peso constante sobre mis hombros del que parece que no puedo deshacerme.",Estrés (DASS-21),Moderado
616,"Es muy doloroso, . La sensación de aislamiento es asfixiante. No puedo deshacerme de esta pesadez en mi pecho.",Ansiedad (DASS-21),Moderado
617,"Me siento muy decepcionado, . Mi prometida acaba de romper conmigo y eso me está destrozando.",General / Apoyo Emocional,Bajo
618,"Hola , espero que te encuentres bien. Quería comunicarme con usted porque últimamente me he sentido muy abrumado. La escuela siempre ha sido una experiencia dolorosa para mí y últimamente sólo ha empeorado.",Estrés (DASS-21),Moderado
619,"Hola , espero que te encuentres bien. Últimamente me siento muy confundida y sola y no estoy segura de qué hacer al respecto. Creo que todo está relacionado con el estrés que estoy experimentando en el trabajo.",Estrés (DASS-21),Moderado
620,"Hola , espero que te encuentres bien. Sólo quería compartir algo contigo hoy. Me siento emocionado y triste al mismo tiempo. Verás, recientemente comencé un nuevo pasatiempo y todo fue gracias a mi novia.",General / Apoyo Emocional,Bajo
621,"Hola , últimamente me he sentido muy cansado. Es como si no importara cuánto duermo, simplemente no puedo deshacerme de este cansancio. Está empezando a afectar mi estado de ánimo y mi felicidad general.",Burnout Estudiantil (MBI-SS),Moderado
622,"Hola , espero que te encuentres bien. He estado luchando con algo por un tiempo y realmente necesito orientación. Verás, quiero ser feliz y exitoso, pero hay algo que me detiene.",General / Apoyo Emocional,Bajo
623,Me siento asustada y sola. He pasado por tanto abuso en mi vida y es difícil creer que mi sueño de un futuro mejor pueda hacerse realidad.,General / Apoyo Emocional,Bajo
624,Me siento tan frustrado y solo. Mis conflictos familiares me han estado afectando mucho últimamente. Es como si no pudiéramos pasar un día sin discutir o sentir esta tensión en el aire.,General / Apoyo Emocional,Bajo
625,"Tengo miedo, . Miedo de lo que mi esposa pueda pensar de mí.",Ansiedad (DASS-21),Moderado
626,"Hola , espero que estés bien hoy! Me he sentido muy infeliz últimamente y tomé la decisión de abordar estos problemas de salud que me han estado frenando.",General / Apoyo Emocional,Bajo
627,"Me siento tan sola y abandonada, . El trabajo ha sido abrumador últimamente y está pasando factura a mi salud mental.",Estrés (DASS-21),Moderado
628,"Hola , espero que te encuentres bien hoy. Realmente necesito alguien con quien hablar sobre algo que me ha estado molestando. Sabes, dicen que pasar por una ruptura es como perder a un amigo, y eso me está afectando mucho. El final de mi relación me hace sentir perdida y cuestionar mi capacidad para afrontar todo este asunto de la paternidad por mi cuenta.",General / Apoyo Emocional,Bajo
629,"Me he sentido muy confundida últimamente, . Ha habido tanto conflicto con mis amigos y no sé qué hacer. Dijo algunas cosas hirientes y no puedo entender por qué.",General / Apoyo Emocional,Bajo
630,"Hola , espero que te encuentres bien hoy. Siento una mezcla de emociones, pero también hay una sensación de paz que no puedo explicar del todo. Han pasado algunos meses desde que perdí a mi prometida y, aunque la extraño profundamente, también siento calma dentro de mí.",General / Apoyo Emocional,Bajo
631,"Tengo miedo, . He estado luchando con mi autoestima, especialmente cuando se trata de mi novia.",Ansiedad (DASS-21),Moderado
632,"Me siento muy arrepentido y desanimado, . Simplemente no puedo creer que me haya dejado engañar.",General / Apoyo Emocional,Bajo
633,"Hola , últimamente me he sentido muy deprimido. No puedo evitar sentirme inseguro de mí mismo y mi autoestima está en su punto más bajo.",General / Apoyo Emocional,Bajo
634,"Hola , espero que estés bien. Quería hablar con alguien sobre el estrés que he sentido en el trabajo últimamente. Me ha afectado mucho y me siento constantemente molesto por lo que está pasando. Parece que no puedo quitármelo de encima.",Estrés (DASS-21),Moderado
635,"Hola , espero que te encuentres bien. Quería hablar con alguien sobre cómo me he sentido últimamente. Verás, recientemente rompí con mi novia.",General / Apoyo Emocional,Bajo
636,"Últimamente me he sentido muy inseguro, especialmente en mi relación con mi esposa.",General / Apoyo Emocional,Bajo
637,"Últimamente me siento muy abrumada por mis problemas de salud y eso realmente está afectando mi autoestima. He estado luchando contra el dolor crónico y la fatiga, y es difícil mantener una actitud positiva cuando siento que mi cuerpo trabaja constantemente en mi contra.",Burnout Estudiantil (MBI-SS),Moderado
638,"Estoy realmente sorprendido por el estado de mis relaciones personales, . Me ha estado causando mucha tensión últimamente. Parece que no puedo encontrar el equilibrio entre mi carrera y mi vida amorosa.",General / Apoyo Emocional,Bajo
639,"Estoy sorprendido, . Ella me dejó. Nunca lo vi venir. Todo parecía estar bien, pero ahora ella se ha ido. Me siento perdida, desconsolada e insegura de qué hacer a continuación. ¿Me puedes ayudar?",General / Apoyo Emocional,Bajo
640,"No puedo creer lo disgustada que estoy conmigo misma, . He tomado una decisión, pero me está destrozando.",General / Apoyo Emocional,Bajo
641,"Últimamente me siento muy molesto, . Se trata de mi marido. Ha estado trabajando muchas horas y ya casi no pasamos tiempo juntos. Siento que nuestra conexión se está desvaneciendo y ha sido muy difícil para mí.",General / Apoyo Emocional,Bajo
642,Me siento realmente inseguro y consumido por mis propias inseguridades profundamente arraigadas. Es como si me estuvieran asfixiando y no sé cómo liberarme.,Ansiedad (DASS-21),Moderado
643,"Me siento tan abrumado. Es como si hubiera un peso constante sobre mi pecho, lo que me dificulta respirar. Mi autoestima se ha visto afectada y ya no sé cómo afrontarlo.",Estrés (DASS-21),Moderado
644,"Solía ​​tener tanta confianza en él, . Realmente creía que él era la persona que nunca me haría daño. Pero ahora siento que mi corazón se ha hecho añicos en un millón de pedazos. No sé cómo seguir adelante con este desamor.",General / Apoyo Emocional,Bajo
645,"Me siento muy decepcionado, . He estado lidiando con esta tristeza abrumadora desde hace bastante tiempo y no sé cómo cambiarla.",Estrés (DASS-21),Moderado
646,"Hola , espero que estés bien hoy. Me he sentido muy deprimido últimamente y sólo necesito alguien con quien hablar. ¿Puedes ser mi amigo y ayudarme a recuperar algo de control sobre mi vida?",General / Apoyo Emocional,Bajo
647,"Hola , espero que te encuentres bien hoy! He estado reflexionando mucho últimamente y me he dado cuenta de que necesito algo de terapia. He estado pasando por muchas angustias últimamente y me ha estado agobiando. Espero que puedas guiarme para encontrar un poco de paz y también ayudarme a navegar por mis opciones profesionales.",General / Apoyo Emocional,Bajo
648,"Me he sentido muy distraído últimamente, . Es difícil concentrarme en algo, especialmente en hacer realidad mi sueño.",General / Apoyo Emocional,Bajo
649,"No sé por dónde empezar, . Me siento tan confundida y abrumada. Existe una batalla interna constante entre mis sueños y la dura realidad de la vida. Es como si me empujaran en dos direcciones diferentes.",General / Apoyo Emocional,Bajo
650,"Me siento muy molesto por esta reciente angustia, . No es lo que esperaba en absoluto.",General / Apoyo Emocional,Bajo
651,"Hola , espero que te encuentres bien hoy. Quería comunicarme con usted porque últimamente me he sentido un poco preocupado y abrumado. Han pasado algunos meses desde mi ruptura y parece que no puedo deshacerme de esta angustia persistente. Siento que estoy atrapado en un ciclo de tristeza y está empezando a afectar mi vida diaria. Creo que podría estar experimentando algún trauma emocional relacionado con la ruptura.",Estrés (DASS-21),Moderado
652,"Hola , últimamente me siento un poco abrumado. He estado lidiando con algunos problemas de salud dolorosos y ha sido un desafío para mí encontrar la motivación para seguir adelante. Sin embargo, también estoy decidido a lograr el éxito superando estos obstáculos.",Estrés (DASS-21),Moderado
653,"No puedo evitar sentirme decepcionado cuando se trata de amistad. Es como si no importara cuánto lo intentara, simplemente no puedo encontrar conexiones genuinas con la gente.",General / Apoyo Emocional,Bajo
654,"Hola , me siento un poco molesto y creo que tiene que ver con mi dependencia de los demás.",General / Apoyo Emocional,Bajo
655,"Me he sentido muy distraído últimamente, . Es difícil concentrarme en algo sin él constantemente en mi mente.",General / Apoyo Emocional,Bajo
656,"Hola , últimamente me he sentido muy inseguro. No puedo evitar pensar en experiencias pasadas de traición en mis relaciones románticas. Ha estado afectando mi autoestima y mi capacidad para confiar en los demás. ¿Puedes ayudarme a darle sentido a estos sentimientos?",General / Apoyo Emocional,Bajo
657,"Estoy tan agotada, . Ella nunca parece entender cuánto necesito descansar.",General / Apoyo Emocional,Bajo
658,"Hola , espero que te encuentres bien. Quería hablar de algo que ha estado pesando en mi mente. Últimamente me he sentido preocupado por mi novia.",Ansiedad (DASS-21),Moderado
659,"Hola , espero que estés bien. Últimamente me siento bastante abrumado. Anhelo la paz, pero ha sido difícil encontrarla en medio de mi apretada agenda de trabajo.",Estrés (DASS-21),Moderado
660,"Hola , espero que te encuentres bien hoy. Quería hablar con alguien sobre algo que me ha estado molestando. Verás, últimamente me he sentido un poco deprimido y creo que podría estar luchando contra la depresión. Es muy difícil para mí admitirlo, pero quiero abordarlo de frente y encontrar formas de superarlo.",Estrés (DASS-21),Moderado
661,"Me siento tan perdida, . Es como si mi corazón se hubiera hecho añicos en un millón de pedazos. Tenía tantas esperanzas y promesas para el futuro, pero ahora todo lo que veo es oscuridad.",General / Apoyo Emocional,Bajo
662,Me siento tan avergonzado. He estado cargando con esta pesada carga de abuso durante demasiado tiempo. Es como una nube oscura que me sigue a todas partes.,Estrés (DASS-21),Moderado
663,"¡Hola, ! Espero que estés bien hoy. Me dirijo a ti porque últimamente he sentido mucho estrés relacionado con el trabajo y me vendría bien un poco de orientación y apoyo. Ha sido un desafío administrar todo lo que tengo en el plato y he estado luchando por mantener un equilibrio saludable entre el trabajo y la vida personal.",Estrés (DASS-21),Moderado
664,Me sorprende cuánto he descuidado mi ansiedad últimamente.,Ansiedad (DASS-21),Moderado
665,"Me siento muy cansado, . Han sido unos meses difíciles y parece que no puedo tomar un descanso. Mi carrera es un desastre y me está pasando factura emocionalmente.",Burnout Estudiantil (MBI-SS),Moderado
666,"Hola , espero que estés teniendo un buen día. Quería hablar con alguien sobre algo que me preocupa mucho. Verás, mi amigo se casó recientemente y eso me ha hecho sentir muy triste.",General / Apoyo Emocional,Bajo
667,"Tengo mucho miedo, . Siento como si hubiera perdido todo control sobre mi vida.",Ansiedad (DASS-21),Moderado
668,"No puedo creer lo sorprendida que estoy por mi nuevo pasatiempo, . Todo empezó cuando mi novio, Mark, me regaló una cámara por mi cumpleaños.",General / Apoyo Emocional,Bajo
669,"Últimamente me he sentido un poco celoso, . Es como si todos los que me rodean pareciera que están experimentando su sueño hecho realidad, mientras yo todavía estoy luchando por tomar una decisión. Me está pesando y no sé cómo superarlo.",General / Apoyo Emocional,Bajo
670,"Me siento tan perdida, . He estado luchando contra la adicción durante años y no puedo evitar sentir esta abrumadora sensación de pérdida. Es como una nube oscura que se cierne sobre mí, sofocando cualquier resquicio de esperanza que quede.",Estrés (DASS-21),Moderado
671,"Me siento tan disgustado conmigo mismo, . Siento que he experimentado una gran pérdida en mi vida y no sé cómo seguir adelante.",General / Apoyo Emocional,Bajo
672,"Hola , últimamente me siento muy inseguro después de mi ruptura.",General / Apoyo Emocional,Bajo
673,"Me siento muy tranquilo cuando estoy solo, pero cada vez que estoy con mi familia, lo único que siento es inseguridad. Es como una batalla constante dentro de mí.",General / Apoyo Emocional,Bajo
674,"Hola . Espero que este mensaje te encuentre bien. Quería comenzar expresando mi profundo agradecimiento por la amorosa guía que me ha brindado a lo largo de nuestras sesiones. Su empatía y comprensión realmente me han ayudado a superar los altibajos de la vida. Hoy me gustaría centrar nuestra conversación en cuestiones de salud, ya que es algo que he estado pensando últimamente.",General / Apoyo Emocional,Bajo
